KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K09972	1	Nostoc	7.4.2.1	K02028,K09972,K10000,K10004,K10008,K10010,K10017,K10021,K10025,K10038,K10041,K16960,K17063,K23058,K23060,K23064	K02028,K09972,K10000,K10004,K10008,K10010,K10017,K10021,K10025,K10038,K10041,K16960,K17063,K23058,K23060,K23064	7.4.2.1
K09989	1	Nostoc			K09989	
K10004	1	Nostoc	7.4.2.1	K02028,K09972,K10000,K10004,K10008,K10010,K10017,K10021,K10025,K10038,K10041,K16960,K17063,K23058,K23060,K23064	K02028,K09972,K10000,K10004,K10008,K10010,K10017,K10021,K10025,K10038,K10041,K16960,K17063,K23058,K23060,K23064	7.4.2.1
K10026	1	Nostoc	4.3.99.3	K10026	K10026	4.3.99.3
K10027	1	Nostoc	1.3.99.26,1.3.99.28,1.3.99.29,1.3.99.31	K10027	K10027	1.3.99.26,1.3.99.28,1.3.99.29,1.3.99.31
K10112	1	Nostoc			K10112	
K10206	1	Nostoc	2.6.1.83	K10206	K10206	2.6.1.83
K10253	1	Nostoc			K10253	
K10255	1	Nostoc	1.14.19.23,1.14.19.45	K10255	K10255	1.14.19.23,1.14.19.45
K10257	1	Nostoc	1.14.19.25,1.14.19.35,1.14.19.36	K10257	K10257	1.14.19.25,1.14.19.35,1.14.19.36
K10563	1	Nostoc	3.2.2.23,4.2.99.18	K10563,K01741,K03653,K03660,K05522,K10563,K10567,K10568,K10569,K10765,K10773	K01741,K03653,K03660,K05522,K10563,K10567,K10568,K10569,K10765,K10773	3.2.2.23,4.2.99.18
K10680	1	Nostoc			K10680	
K10697	1	Nostoc			K10697	
K10716	1	Nostoc			K10716	
K10773	1	Nostoc	4.2.99.18	K01741,K03653,K03660,K05522,K10563,K10567,K10568,K10569,K10765,K10773	K01741,K03653,K03660,K05522,K10563,K10567,K10568,K10569,K10765,K10773	4.2.99.18
K10798	1	Nostoc			K10798	
K10819	1	Nostoc	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K10843	1	Nostoc	5.6.2.4	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	K03551,K03654,K03655,K03656,K03657,K03658,K03723,K03724,K03726,K04066,K04499,K07012,K10300,K10730,K10737,K10738,K10843,K10899,K10900,K10901,K10902,K13184,K14635,K15271,K16898,K16899,K18663,K18959,K19178,K19483,K19781,K21519	5.6.2.4
K10914	1	Nostoc			K10914	
K10960	1	Nostoc	1.3.1.83,1.3.1.111	K10960	K10960	1.3.1.111,1.3.1.83
K11069	1	Nostoc			K11069	
K11070	1	Nostoc			K11070	
K11071	1	Nostoc			K11071	
K11072	1	Nostoc	7.6.2.11	K11072	K11072	7.6.2.11
K11085	1	Nostoc	7.5.2.6	K11085	K11085	7.5.2.6
K11145	1	Nostoc			K11145	
K11159	1	Nostoc			K11159	
K11175	1	Nostoc	2.1.2.2	K00601,K01492,K11175,K11787	K00601,K01492,K11175,K11787	2.1.2.2
K11206	1	Nostoc	3.5.1.128	K11206	K11206	3.5.1.128
K11209	1	Nostoc			K11209	
K11325	1	Nostoc			K11325	
K11326	1	Nostoc			K11326	
K11329	1	Nostoc			K11329	
K11332	1	Nostoc			K11332	
K11354	1	Nostoc	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K11355	1	Nostoc			K11355	
K11356	1	Nostoc	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K11443	1	Nostoc			K11443	
K11472	1	Nostoc	1.1.99.14	K00104,K11472,K11473	K00104,K11472,K11473	1.1.99.14
K11473	1	Nostoc	1.1.99.14	K00104,K11472,K11473	K00104,K11472,K11473	1.1.99.14
K11520	1	Nostoc	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K11521	1	Nostoc			K11521	
K11522	1	Nostoc			K11522	
K11523	1	Nostoc			K11523	
K11524	1	Nostoc			K11524	
K11525	1	Nostoc			K11525	
K11526	1	Nostoc			K11526	
K11527	1	Nostoc	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K11532	1	Nostoc	3.1.3.11,3.1.3.37	K01086,K01100,K11532,K22315,K01086,K01622,K02446,K03841,K04041,K11532,K28849	K01086,K01100,K01622,K02446,K03841,K04041,K11532,K22315,K28849	3.1.3.11,3.1.3.37
K11645	1	Nostoc	4.1.2.13	K01622,K01623,K01624,K11645,K16305,K16306	K01622,K01623,K01624,K11645,K16305,K16306	4.1.2.13
K11717	1	Nostoc	2.8.1.7,4.4.1.16	K01763,K11717,K04487,K11717	K01763,K04487,K11717	2.8.1.7,4.4.1.16
K11720	1	Nostoc			K11720	
K11741	1	Nostoc			K11741	
K11752	1	Nostoc	3.5.4.26,1.1.1.193	K00082,K11752,K01498,K11752	K00082,K01498,K11752	1.1.1.193,3.5.4.26
K11753	1	Nostoc	2.7.1.26,2.7.7.2	K00861,K11753,K20884,K00953,K11753,K14656,K22949	K00861,K00953,K11753,K14656,K20884,K22949	2.7.1.26,2.7.7.2
K11754	1	Nostoc	6.3.2.12,6.3.2.17	K01930,K11754,K22099,K11754,K20457,K22099,K24102	K01930,K11754,K20457,K22099,K24102	6.3.2.12,6.3.2.17
K11755	1	Nostoc	3.5.4.19,3.6.1.31	K01523,K11755,K14152,K01496,K11755,K14152	K01496,K01523,K11755,K14152	3.5.4.19,3.6.1.31
K11777	1	Nostoc			K11777	
K11780	1	Nostoc	4.3.1.32	K11779,K11780	K11779,K11780	4.3.1.32
K11781	1	Nostoc	2.5.1.147	K11779,K11781	K11779,K11781	2.5.1.147
K11927	1	Nostoc	5.6.2.7	K03732,K05590,K05592,K11273,K11594,K11927,K12614,K12811,K12812,K12823,K12835,K12858,K13025,K13116,K13131,K13177,K13178,K13179,K13181,K13182,K13183,K13982,K14776,K14777,K14778,K14779,K14805,K14806,K14807,K14808,K14809,K14810,K14811,K16911,K17043,K17642,K17678,K17679,K18655,K18656,K18692,K19466,K20096,K20103,K21869	K03732,K05590,K05592,K11273,K11594,K11927,K12614,K12811,K12812,K12823,K12835,K12858,K13025,K13116,K13131,K13177,K13178,K13179,K13181,K13182,K13183,K13982,K14776,K14777,K14778,K14779,K14805,K14806,K14807,K14808,K14809,K14810,K14811,K16911,K17043,K17642,K17678,K17679,K18655,K18656,K18692,K19466,K20096,K20103,K21869	5.6.2.7
K11950	1	Nostoc			K11950	
K11951	1	Nostoc			K11951	
K11952	1	Nostoc			K11952	
K11953	1	Nostoc			K11953	
K11954	1	Nostoc			K11954	
K11955	1	Nostoc			K11955	
K11956	1	Nostoc			K11956	
K11957	1	Nostoc			K11957	
K11958	1	Nostoc			K11958	
K11959	1	Nostoc			K11959	
K11960	1	Nostoc			K11960	
K11961	1	Nostoc			K11961	
K11962	1	Nostoc			K11962	
K11963	1	Nostoc			K11963	
K11991	1	Nostoc	3.5.4.33	K11991	K11991	3.5.4.33
K12073	1	Nostoc	3.1.2.28	K12073,K19222	K12073,K19222	3.1.2.28
K12132	1	Nostoc	2.7.11.1	K00924,K02178,K02214,K02216,K02218,K02861,K03097,K03114,K03125,K04365,K04366,K04367,K04372,K04373,K04406,K04407,K04408,K04409,K04410,K04413,K04414,K04429,K04442,K04443,K04444,K04445,K04456,K04688,K04702,K04728,K04730,K04731,K04732,K04733,K04757,K04981,K04982,K05688,K05733,K05734,K05735,K05736,K05743,K05744,K06103,K06228,K06272,K06276,K06379,K06632,K06633,K06637,K06640,K06641,K06642,K06683,K07154,K07178,K07179,K07203,K07298,K08060,K08269,K08282,K08333,K08788,K08790,K08791,K08793,K08796,K08797,K08798,K08799,K08800,K08801,K08802,K08803,K08804,K08805,K08806,K08807,K08808,K08809,K08810,K08811,K08813,K08816,K08826,K08827,K08831,K08832,K08833,K08834,K08835,K08836,K08837,K08838,K08840,K08843,K08844,K08845,K08846,K08847,K08848,K08849,K08850,K08851,K08852,K08853,K08854,K08855,K08856,K08857,K08858,K08859,K08860,K08864,K08867,K08872,K08873,K08877,K08878,K08880,K08884,K08886,K08957,K08958,K08959,K08960,K11479,K11480,K11481,K11715,K11789,K11889,K11912,K12132,K12567,K12761,K12765,K12766,K12771,K12776,K13302,K13303,K13304,K13412,K13415,K13416,K13417,K13418,K13419,K13420,K13428,K13430,K13436,K14498,K14500,K14502,K14510,K14758,K14949,K15048,K15409,K15904,K16194,K16195,K16196,K16279,K16289,K16307,K16310,K16311,K16312,K16313,K16314,K16315,K16316,K16510,K17529,K17530,K17531,K17535,K17539,K17545,K17752,K18529,K18639,K18679,K18680,K19008,K19009,K19439,K19440,K19455,K19800,K19830,K19833,K19852,K20714,K20715,K20718,K20872,K20873,K20877,K20879,K20880,K21157,K21158,K21357,K21358,K21506,K21518,K21958,K22008,K22893,K23472,K23785,K26102,K26447,K26450,K26514,K27413,K27414,K27589,K27625,K27626,K28035,K28077,K28089	K00924,K02178,K02214,K02216,K02218,K02861,K03097,K03114,K03125,K04365,K04366,K04367,K04372,K04373,K04406,K04407,K04408,K04409,K04410,K04413,K04414,K04429,K04442,K04443,K04444,K04445,K04456,K04688,K04702,K04728,K04730,K04731,K04732,K04733,K04757,K04981,K04982,K05688,K05733,K05734,K05735,K05736,K05743,K05744,K06103,K06228,K06272,K06276,K06379,K06632,K06633,K06637,K06640,K06641,K06642,K06683,K07154,K07178,K07179,K07203,K07298,K08060,K08269,K08282,K08333,K08788,K08790,K08791,K08793,K08796,K08797,K08798,K08799,K08800,K08801,K08802,K08803,K08804,K08805,K08806,K08807,K08808,K08809,K08810,K08811,K08813,K08816,K08826,K08827,K08831,K08832,K08833,K08834,K08835,K08836,K08837,K08838,K08840,K08843,K08844,K08845,K08846,K08847,K08848,K08849,K08850,K08851,K08852,K08853,K08854,K08855,K08856,K08857,K08858,K08859,K08860,K08864,K08867,K08872,K08873,K08877,K08878,K08880,K08884,K08886,K08957,K08958,K08959,K08960,K11479,K11480,K11481,K11715,K11789,K11889,K11912,K12132,K12567,K12761,K12765,K12766,K12771,K12776,K13302,K13303,K13304,K13412,K13415,K13416,K13417,K13418,K13419,K13420,K13428,K13430,K13436,K14498,K14500,K14502,K14510,K14758,K14949,K15048,K15409,K15904,K16194,K16195,K16196,K16279,K16289,K16307,K16310,K16311,K16312,K16313,K16314,K16315,K16316,K16510,K17529,K17530,K17531,K17535,K17539,K17545,K17752,K18529,K18639,K18679,K18680,K19008,K19009,K19439,K19440,K19455,K19800,K19830,K19833,K19852,K20714,K20715,K20718,K20872,K20873,K20877,K20879,K20880,K21157,K21158,K21357,K21358,K21506,K21518,K21958,K22008,K22893,K23472,K23785,K26102,K26447,K26450,K26514,K27413,K27414,K27589,K27625,K27626,K28035,K28077,K28089	2.7.11.1
K12573	1	Nostoc	3.1.13.1	K01147,K12573,K12579,K19782,K25165	K01147,K12573,K12579,K19782,K25165	3.1.13.1
K12574	1	Nostoc			K12574	
K12979	1	Nostoc			K12979	
K13038	1	Nostoc	4.1.1.36,6.3.2.5	K01598,K13038,K13038,K21977	K01598,K13038,K21977	4.1.1.36,6.3.2.5
K13051	1	Nostoc	3.5.1.1,3.4.19.5	K13051,K01424,K13051,K13278	K01424,K13051,K13278	3.4.19.5,3.5.1.1
K13071	1	Nostoc	1.14.15.17	K13071	K13071	1.14.15.17
K13281	1	Nostoc			K13281	
K13282	1	Nostoc	3.4.15.6	K13282	K13282	3.4.15.6
K13292	1	Nostoc	2.5.1.145	K13292	K13292	2.5.1.145
K13421	1	Nostoc	2.4.2.10,4.1.1.23	K00762,K13421,K01591,K13421	K00762,K01591,K13421	2.4.2.10,4.1.1.23
K13503	1	Nostoc	4.1.3.27	K01656,K01657,K01658,K13497,K13501,K13503	K01656,K01657,K01658,K13497,K13501,K13503	4.1.3.27
K13525	1	Nostoc			K13525	
K13541	1	Nostoc	3.7.1.12,2.1.1.272,2.1.1.131	K05934,K13541,K21479,K05934,K13540,K13541,K02189,K13541	K02189,K05934,K13540,K13541,K21479	2.1.1.131,2.1.1.272,3.7.1.12
K13542	1	Nostoc	2.1.1.107,4.2.1.75	K00589,K02302,K02303,K02496,K13542,K13543,K01719,K13542,K13543	K00589,K01719,K02302,K02303,K02496,K13542,K13543	2.1.1.107,4.2.1.75
K13628	1	Nostoc			K13628	
K13640	1	Nostoc			K13640	
K13730	1	Nostoc			K13730	
K13745	1	Nostoc	4.1.1.86	K13745	K13745	4.1.1.86
K13789	1	Nostoc	2.5.1.1,2.5.1.10,2.5.1.29	K00787,K00795,K00804,K13787,K13789,K00804,K13787,K13789,K00787,K00795,K00804,K13787,K13789,K14066	K00787,K00795,K00804,K13787,K13789,K14066	2.5.1.1,2.5.1.10,2.5.1.29
K13799	1	Nostoc	6.3.2.1,2.7.4.25	K01918,K13799,K00945,K13799	K00945,K01918,K13799	2.7.4.25,6.3.2.1
K13819	1	Nostoc			K13819	
K13821	1	Nostoc	1.5.5.2,1.2.1.88	K00318,K13821,K00294,K13821	K00294,K00318,K13821	1.2.1.88,1.5.5.2
K13924	1	Nostoc	2.1.1.80,3.1.1.61	K00575,K13924,K03412,K13491,K13924	K00575,K03412,K13491,K13924	2.1.1.80,3.1.1.61
K13950	1	Nostoc	2.6.1.85	K01664,K01665,K03342,K13950	K01664,K01665,K03342,K13950	2.6.1.85
K13953	1	Nostoc	1.1.1.1	K00001,K00121,K04072,K11440,K13951,K13952,K13953,K13954,K13980,K18857,K28615	K00001,K00121,K04072,K11440,K13951,K13952,K13953,K13954,K13980,K18857,K28615	1.1.1.1
K13963	1	Nostoc			K13963	
K13993	1	Nostoc			K13993	
K14059	1	Nostoc			K14059	
K14187	1	Nostoc	5.4.99.5,1.3.1.12	K00220,K04517,K14187,K24018,K01850,K04092,K04093,K04516,K06208,K06209,K13853,K14170,K14187	K00220,K01850,K04092,K04093,K04516,K04517,K06208,K06209,K13853,K14170,K14187,K24018	1.3.1.12,5.4.99.5
K14189	1	Nostoc			K14189	
K14330	1	Nostoc	1.2.1.80	K14330	K14330	1.2.1.80
K14331	1	Nostoc	4.1.99.5	K14331,K15404	K14331,K15404	4.1.99.5
K14393	1	Nostoc			K14393	
K14415	1	Nostoc	6.5.1.8	K14415	K14415	6.5.1.8
K14441	1	Nostoc	2.8.4.4	K14441	K14441	2.8.4.4
K14518	1	Nostoc			K14518	
K14540	1	Nostoc			K14540	
K14605	1	Nostoc	5.5.1.19	K06443,K14605,K14606,K17841,K22502	K06443,K14605,K14606,K17841,K22502	5.5.1.19
K14606	1	Nostoc	5.5.1.19	K06443,K14605,K14606,K17841,K22502	K06443,K14605,K14606,K17841,K22502	5.5.1.19
K14645	1	Nostoc			K14645	
K14652	1	Nostoc	4.1.99.12,3.5.4.25	K02858,K14652,K01497,K14652	K01497,K02858,K14652	3.5.4.25,4.1.99.12
K14761	1	Nostoc			K14761	
K15034	1	Nostoc			K15034	
K15226	1	Nostoc	1.3.1.78	K15226,K15227	K15226,K15227	1.3.1.78
K15342	1	Nostoc			K15342	
K15383	1	Nostoc			K15383	
K15576	1	Nostoc			K15576	
K15577	1	Nostoc			K15577	
K15578	1	Nostoc	7.3.2.4	K15578	K15578	7.3.2.4
K15579	1	Nostoc			K15579	
K15582	1	Nostoc			K15582	
K15633	1	Nostoc	5.4.2.12	K15633,K15635	K15633,K15635	5.4.2.12
K15727	1	Nostoc			K15727	
K15736	1	Nostoc	1.1.5.13	K15736	K15736	1.1.5.13
K15738	1	Nostoc			K15738	
K15918	1	Nostoc	2.7.1.31	K15918	K15918	2.7.1.31
K15977	1	Nostoc			K15977	
K16011	1	Nostoc	2.7.7.13,5.3.1.8	K00966,K00971,K16011,K16881,K01809,K15916,K16011,K28465	K00966,K00971,K01809,K15916,K16011,K16881,K28465	2.7.7.13,5.3.1.8
K16050	1	Nostoc	3.7.1.17	K16050	K16050	3.7.1.17
K16087	1	Nostoc			K16087	
K16092	1	Nostoc			K16092	
K16137	1	Nostoc			K16137	
K16149	1	Nostoc	2.4.1.18	K00700,K16149	K00700,K16149	2.4.1.18
K16264	1	Nostoc			K16264	
K16422	1	Nostoc	1.1.3.46	K16422	K16422	1.1.3.46
K16563	1	Nostoc			K16563	
K16703	1	Nostoc			K16703	
K16785	1	Nostoc			K16785	
K16786	1	Nostoc			K16786	
K16787	1	Nostoc			K16787	
K16881	1	Nostoc	2.7.7.13,5.4.2.8	K00966,K00971,K16011,K16881,K01840,K15778,K16881,K17497	K00966,K00971,K01840,K15778,K16011,K16881,K17497	2.7.7.13,5.4.2.8
K16915	1	Nostoc			K16915	
K17062	1	Nostoc			K17062	
K17108	1	Nostoc	3.2.1.45	K01201,K17108	K01201,K17108	3.2.1.45
K17218	1	Nostoc	1.8.5.4	K17218	K17218	1.8.5.4
K17244	1	Nostoc			K17244	
K17245	1	Nostoc			K17245	
K17246	1	Nostoc			K17246	
K17247	1	Nostoc			K17247	
K17686	1	Nostoc	7.2.2.8	K12956,K17686	K12956,K17686	7.2.2.8
K17758	1	Nostoc	4.2.1.136	K17758,K23997	K17758,K23997	4.2.1.136
K17759	1	Nostoc	5.1.99.6	K17759,K23997,K23998	K17759,K23997,K23998	5.1.99.6
